Drug,ATC3
Vesicare,B01A
Librax (with clidinium),N05B
Librax (with clidinium),N02B
PreserVision ,N02B
PreserVision ,C07A
baclofen,A12C
baclofen,L01X
baclofen,N02A
baclofen,A07A
baclofen,N02B
baclofen,M03B
baclofen,N06A
baclofen,B01A
Xyrem,A02B
Xyrem,A03F
Xyrem,N02B
Xyrem,G04C
Xyrem,N06A
Xyrem,A12A
Azor (amlodipine-olmesartan),C10A
Azor (amlodipine-olmesartan),N02B
Acetaminophen (Liquid),A02B
Acetaminophen (Liquid),C01C
Acetaminophen (Liquid),N02B
Acetaminophen (Liquid),C07A
Acetaminophen PM,N02B
Natural Fiber Laxative,N02B
VitD/PCB 4000/400/0IU,N02B
Tri-Sprintec (28),A02B
Tri-Sprintec (28),A06A
Tri-Sprintec (28),N05B
Tri-Sprintec (28),N02B
Brimonidine,D11A
Brimonidine,B05C
Brimonidine,N02B
Brimonidine,A04A
Brimonidine,B03B
exemestane,A06A
exemestane,C01E
exemestane,L02B
exemestane,N02B
exemestane,C10A
hydroxyprogesterone caproate (Makena),N02B
Deplin,N05A
Deplin,C01E
Deplin,N02B
Deplin,A04A
Deplin,G04B
budesonide,A01A
budesonide,A10A
budesonide,H01B
budesonide,A07E
budesonide,A06A
budesonide,C05A
budesonide,B05C
budesonide,R03A
budesonide,N02B
budesonide,N03A
budesonide,N06A
budesonide,B01A
Trivora (28),N05A
Trivora (28),N02A
Trivora (28),A06A
Trivora (28),N02B
Trivora (28),R06A
NexIUM,A12C
NexIUM,B01A
NexIUM,D10A
NexIUM,A02B
NexIUM,N02B
NexIUM,C07A
benazepril,C09A
benazepril,N05B
benazepril,N02B
Allegra,R03A
Allegra,N02B
Ninlaro,J01F
Ninlaro,N02B
Ninlaro,B01A
Acetaminophen 500mg TAB,A02B
Acetaminophen 500mg TAB,C01B
Acetaminophen 500mg TAB,N02B
acitretin,D05B
acitretin,N02B
Ritalin LA,N02B
Ritalin LA,D04A
Yasmin 28,A12C
Yasmin 28,H01B
Yasmin 28,N02A
Yasmin 28,A06A
Yasmin 28,C01B
Yasmin 28,A02B
Yasmin 28,N02B
Yasmin 28,N03A
Yasmin 28,N06A
Yasmin 28,R05D
Yasmin 28,B01A
Megestrol Acetate 40mg/ml suspension,N02B
Phenytek,N05A
Phenytek,M01A
Phenytek,N02B
Phenytek,N03A
Phenytek,N05B
buPROPion (bulk),A02B
buPROPion (bulk),N02B
Dorzolamide-timolol,N02B
acetamino,N02B
Topiramate (Topamax),N03A
Topiramate (Topamax),N02B
Vitamin D3,A12C
Vitamin D3,A01A
Vitamin D3,J01M
Vitamin D3,A06A
Vitamin D3,J07A
Vitamin D3,A09A
Vitamin D3,J01X
Vitamin D3,A02B
Vitamin D3,A02A
Vitamin D3,N02B
Vitamin D3,H03A
Vitamin D3,N05B
Creon 36000,A02B
Creon 36000,N02B
Anbesol (benzocaine),N02B
dexlansoprazole (Dexilant),A01A
dexlansoprazole (Dexilant),N02B
Titralac,B05C
Titralac,J01D
Titralac,N02B
Titralac,C10A
Titralac,B01A
Humira,A07D
Humira,A07E
Humira,N01A
Humira,N02B
Humira,B03B
Butalbital-Acetaminophen-Caff,A01A
Butalbital-Acetaminophen-Caff,N02B
sorafenib,N07B
sorafenib,A12C
sorafenib,L01X
sorafenib,N02A
sorafenib,A06A
sorafenib,C01B
sorafenib,S01E
sorafenib,C07A
sorafenib,N02B
sorafenib,D06B
sorafenib,D01A
sorafenib,B01A
Hydrocodone-Acetaminophen (5mg-500mg,N02B
Tranxene T-Tab,N03A
Tranxene T-Tab,D11A
Tranxene T-Tab,N02B
Viibryd,A10A
Viibryd,A06A
Viibryd,N01A
Viibryd,N02B
Viibryd,A12A
Lunesta,N05A
Lunesta,A10A
Lunesta,N02A
Lunesta,A06A
Lunesta,N01A
Lunesta,D10A
Lunesta,J01D
Lunesta,D04A
Lunesta,C03D
Lunesta,N02B
Lunesta,D06B
Lunesta,M03B
Lunesta,H03A
Lunesta,B01A
bicalutamide,N02A
bicalutamide,A06A
bicalutamide,C01B
bicalutamide,J01C
bicalutamide,J01D
bicalutamide,A07A
bicalutamide,H04A
bicalutamide,N02B
bicalutamide,L02B
bicalutamide,N06A
bicalutamide,A12A
Norethindrone-Estradiol,A06A
Norethindrone-Estradiol,N02A
Norethindrone-Estradiol,N02B
Lisinopril,C09A
Lisinopril,N02B
rasagiline,N04B
rasagiline,A12C
rasagiline,A06A
rasagiline,N02B
TheraTears,A12A
TheraTears,A06A
TheraTears,N02B
TheraTears,A07E
Parcopa,N02B
"PreserVision( vit A,C,E-zinc-copper)",N02B
Pristiq,A10B
Pristiq,B05C
Pristiq,D04A
Pristiq,A07A
Pristiq,H04A
Pristiq,N02A
Pristiq,A06A
Pristiq,A02B
Pristiq,N05B
Pristiq,J01C
Pristiq,C01E
Pristiq,N02B
Pristiq,C10A
Pristiq,A12C
Pristiq,A05A
Pristiq,C01A
Pristiq,C09A
Pristiq,N06A
Pristiq,B01A
Centrum Silver,A12C
Centrum Silver,A01A
Centrum Silver,J01C
Centrum Silver,N02B
Centrum Silver,D07A
Levothroid,H03A
Levothroid,N06A
Levothroid,N02B
Ogen 0.625,N02B
prednisoLONE sodium phosphate,N02B
prednisoLONE sodium phosphate,A07E
prednisoLONE sodium phosphate,B01A
fenofibrate micronized,A12C
fenofibrate micronized,A01A
fenofibrate micronized,A06A
fenofibrate micronized,N02B
fenofibrate micronized,A04A
fenofibrate micronized,C10A
fenofibrate micronized,N06A
Hydrocodone-Acetaminophen (5mg-500mg),N02B
Benefiber (Guar Gum),N02B
temozolomide,J01M
temozolomide,B05C
temozolomide,N03A
temozolomide,N07B
temozolomide,N05A
temozolomide,A01A
temozolomide,N02A
temozolomide,A06A
temozolomide,J01D
temozolomide,A02B
temozolomide,N05B
temozolomide,L01B
temozolomide,N02B
temozolomide,A04A
temozolomide,A12C
temozolomide,A10A
temozolomide,N06A
temozolomide,A12A
temozolomide,B01A
mometasone 0.1% cream,N02B
mirabegron ER 50 mg,N02B
Zaditor,A12C
Zaditor,N02A
Zaditor,C01B
Zaditor,S01E
Zaditor,N02B
Zaditor,H03A
Zaditor,C07A
HYDROmorphone (D 2mg/1mL 1mL INJ,A12A
HYDROmorphone (D 2mg/1mL 1mL INJ,A06A
HYDROmorphone (D 2mg/1mL 1mL INJ,N02B
Acetaminophen Infant,N02B
Noxafil,N02B
ovenetoclax,N02B
ProAir HFA,A10A
ProAir HFA,J02A
ProAir HFA,M01A
ProAir HFA,J01C
ProAir HFA,D04A
ProAir HFA,R03A
ProAir HFA,N02B
ProAir HFA,C02D
ProAir HFA,A12A
ProAir HFA,B01A
Novolog Flexpen 100 units/mL,J01C
Novolog Flexpen 100 units/mL,N02B
Ofirmev,N02B
Hydrocodone,N02B
Prenatal DHA,H03A
Prenatal DHA,A06A
Prenatal DHA,N05B
Prenatal DHA,N02B
OxyCODONE,N02A
OxyCODONE,N02B
Brovana,R05C
Brovana,B01A
Brovana,N02A
Brovana,N02B
Brovana,C07A
Symbicort ,N02B
Ertapenem,N05A
Ertapenem,N02B
Ertapenem,J01X
Ertapenem,J01D
moxifloxacin,J01M
moxifloxacin,D06A
moxifloxacin,D10A
moxifloxacin,J01D
moxifloxacin,A02B
moxifloxacin,N02B
Nexium (esomeprazole) 40mg CAP,N02B
Cetirizine,A02B
Cetirizine,R06A
Cetirizine,J07A
Cetirizine,N02B
meloxicam,A01A
meloxicam,N05A
meloxicam,M01A
meloxicam,B05C
meloxicam,A03F
meloxicam,N02B
meloxicam,N03A
meloxicam,N07X
meloxicam,A12A
Unithroid,A12C
Unithroid,A10A
Unithroid,A05A
Unithroid,P01A
Unithroid,J01D
Unithroid,C01E
Unithroid,N02B
Unithroid,A12A
Unithroid,B01A
Humalog KwikPen,A10A
Humalog KwikPen,J01M
Humalog KwikPen,M01A
Humalog KwikPen,A06A
Humalog KwikPen,D06A
Humalog KwikPen,A02B
Humalog KwikPen,N02B
Humalog KwikPen,A11C
albuterol sulfate,A01A
albuterol sulfate,C01C
albuterol sulfate,R03A
albuterol sulfate,N02B
Concerta,A10A
Concerta,N06B
Concerta,B05C
Concerta,M04A
Concerta,N02B
Concerta,N03A
Concerta,N06A
Concerta,A12A
Concerta,B01A
propafenone,C01B
propafenone,N02A
propafenone,N02B
propylene glycol-glycerin (Artificial Tears),N02B
DHEA,N03A
DHEA,A06A
DHEA,N02B
DHEA,B01A
Guanfacine,A02B
Guanfacine,N02B
Guanfacine,C02A
Prevalite,N02B
Prevalite,D04A
diclofenac sodium (Solaraze),N02B
Domperidone (Bulk),A12C
Domperidone (Bulk),C01B
Domperidone (Bulk),N02B
Domperidone (Bulk),A04A
Haloperidol,A12C
Haloperidol,A10A
Haloperidol,N05A
Haloperidol,C01D
Haloperidol,A06A
Haloperidol,C07A
Haloperidol,N02B
Haloperidol,B03B
Haloperidol,N05B
Haloperidol,A12A
Haloperidol,B01A
Epclusa,A12C
Epclusa,A10A
Epclusa,A06A
Epclusa,L04A
Epclusa,N02B
Epclusa,D08A
Epclusa,N05B
Epclusa,B01A
Spiriva Respimat,A10A
Spiriva Respimat,N02A
Spiriva Respimat,A11G
Spiriva Respimat,N02B
Spiriva Respimat,D07A
Spiriva Respimat,B01A
Labetalol,A12C
Labetalol,A10A
Labetalol,A01A
Labetalol,A06A
Labetalol,B05C
Labetalol,A07A
Labetalol,N02B
Labetalol,N05B
Labetalol,C07A
TRAVATAN Z,N02B
TRAVATAN Z,S01E
c,H01B
c,J01M
c,C01D
c,J01G
c,J01F
c,C03A
c,A03F
c,H04A
c,N01B
c,H05B
c,D06B
c,R02A
c,B03B
c,J01A
c,M02A
c,N07B
c,N05A
c,J02A
c,G03A
c,M01A
c,C02A
c,A06A
c,C05A
c,J07A
c,B02A
c,A02A
c,S01F
c,S01H
c,D01A
c,V04C
c,A11C
c,H03B
c,L01B
c,A07B
c,C01B
c,J01C
c,D10A
c,J01X
c,C03D
c,N02B
c,C05B
c,H02A
c,L01D
c,D07A
c,H01C
c,G03D
c,A16A
c,L02A
c,M03A
c,D06A
c,N02C
c,G01A
c,A12A
c,D05A
c,M01C
Systane Balance,A12C
Systane Balance,J01D
Systane Balance,A02B
Systane Balance,C03A
Systane Balance,N02B
Systane Balance,C07A
LoSeasonique,A12A
LoSeasonique,A02A
LoSeasonique,N02B
nizatidine,N02B
Tylenol-Codeine #3,N02B
A,B03X
A,J01F
A,D04A
A,D06B
A,B03B
A,V03A
A,G03A
A,A01A
A,N02A
A,J07A
A,B02A
A,L04A
A,M04A
A,R03A
A,P01A
A,G03B
A,N06D
A,A07B
A,N02B
A,H02A
A,L01D
A,C09X
A,H01C
A,A03B
A,L02A
A,M05B
A,C02D
A,L01C
OxycoDONE-Acetaminophen Elixir,N02B
Pantoprazole,A02B
Pantoprazole,N02B
Sotalol 120 mg,N02B
tafamidis,A12A
tafamidis,A06A
tafamidis,N02B
tafamidis,C07A
aceta,N02B
Pletal,A01A
Pletal,A06A
Pletal,J01D
Pletal,N02B
Pletal,B01A
glycerin,N02B
glycerin,A03B
Simethicone,N02B
Carbatrol,N03A
Carbatrol,A06A
Carbatrol,N02B
Mannitol 20%,A12C
Mannitol 20%,A06A
Mannitol 20%,N02B
Rytary,A10B
Rytary,J01M
Rytary,C01D
Rytary,D04A
Rytary,C03A
Rytary,H04A
Rytary,C07A
Rytary,N05A
Rytary,N02A
Rytary,A06A
Rytary,A02B
Rytary,A02A
Rytary,J01E
Rytary,C01C
Rytary,C01E
Rytary,N02B
Rytary,A12C
Rytary,A10A
Rytary,N06B
Rytary,C02D
Rytary,N04B
Rytary,N06A
Rytary,A12A
Rytary,B01A
Konsyl,N02B
dabigatran etexilate,G03A
dabigatran etexilate,C07A
dabigatran etexilate,N02B
dabigatran etexilate,B01A
Varenicline,C10A
Varenicline,N02B
iron,C08C
iron,N02B
Isradipine,N07B
Isradipine,N05A
Isradipine,B05C
Isradipine,J01D
Isradipine,C01E
Isradipine,N02B
Isradipine,C02D
Isradipine,R05D
modafinil,N06B
modafinil,N02B
enzalutamide,A12C
enzalutamide,A10A
enzalutamide,N02A
enzalutamide,A01A
enzalutamide,C01C
enzalutamide,A10B
enzalutamide,A07E
enzalutamide,A06A
enzalutamide,J01C
enzalutamide,A02B
enzalutamide,A07A
enzalutamide,R03A
enzalutamide,N02B
enzalutamide,C02D
enzalutamide,N03A
enzalutamide,N06A
enzalutamide,A12A
enzalutamide,B01A
Atropine Sulfa 1mg/10mL 10mL SYR,A02B
Atropine Sulfa 1mg/10mL 10mL SYR,A06A
Atropine Sulfa 1mg/10mL 10mL SYR,N02B
OxyCODONE--Acetaminophen (5mg-325mg),N02B
ketotifen fumarate 0.025%,N02B
Zemplar,A06A
Zemplar,N02B
Zemplar,B01A
Oxcarbazepine (Trileptal),N02B
EPINEPHrine (for dil 2mg/2mL 2mL,A02B
EPINEPHrine (for dil 2mg/2mL 2mL,A06A
EPINEPHrine (for dil 2mg/2mL 2mL,N02A
EPINEPHrine (for dil 2mg/2mL 2mL,N02B
Benefiber (guar gum),N02B
Prilosec,A02B
Prilosec,N03A
Prilosec,N02B
Prilosec,C07A
Junel FE 1/20 (28),A12C
Junel FE 1/20 (28),N02A
Junel FE 1/20 (28),A06A
Junel FE 1/20 (28),D04A
Junel FE 1/20 (28),N02B
Junel FE 1/20 (28),N06A
Acetaminoph,N02B
Salsalate,N02B
butalbital-acet,N02B
Wellbutrin XL,A12C
Wellbutrin XL,A10B
Wellbutrin XL,A06A
Wellbutrin XL,A02B
Wellbutrin XL,C01E
Wellbutrin XL,N02B
Wellbutrin XL,N06A
Wellbutrin XL,N05B
Wellbutrin XL,B01A
Centrum Specialist Prenatal Multivitamin w/Folic Acid tab,N02B
acet,N02B
Aviane,M01A
Aviane,A06A
Aviane,C01B
Aviane,A02B
Aviane,B03A
Aviane,N02B
Aviane,A04A
Aviane,N03A
Aviane,C02C
Aviane,A12A
Aviane,B01A
Fioricet-Codeine,N02B
Acetami,N02B
Prochlorperazine,N05A
Prochlorperazine,N02A
Prochlorperazine,A06A
Prochlorperazine,N02B
Prochlorperazine,B03B
Myobloc,N02B
ferrous sulfate-C-folic acid,N02B
Refresh,N02B
lurasidone,N05A
lurasidone,A10A
lurasidone,A10B
lurasidone,D11A
lurasidone,A02A
lurasidone,N02B
lurasidone,A12A
Levemir Insulin,A12C
Levemir Insulin,B01A
Levemir Insulin,A02A
Levemir Insulin,A03F
Levemir Insulin,N02B
Levemir Insulin,H03A
Levemir Insulin,C07A
Desvenlafaxine,B03B
Desvenlafaxine,J01C
Desvenlafaxine,N02B
Desvenlafaxine,C09C
Oxycodone-Acetaminophen ,N02B
prenatal DHA,N02B
OxycoDONE (Immediate Release),N07B
OxycoDONE (Immediate Release),N02B
Ilevro (nepafenac)  0.3%,N02B
Flintstones plus immunity support,N02B
desogestrel-ethinyl estradiol,A12A
desogestrel-ethinyl estradiol,N06A
desogestrel-ethinyl estradiol,N02B
desogestrel-ethinyl estradiol,D04A
Qvar RediHaler,A10A
Qvar RediHaler,A07A
Qvar RediHaler,N02B
Qvar RediHaler,N03A
Qvar RediHaler,A12A
Qvar RediHaler,C07A
polyethyl glycol-polyvinyl alc,N05B
polyethyl glycol-polyvinyl alc,N02B
Savella (milnacipran),A12A
Savella (milnacipran),N05B
Savella (milnacipran),N02B
Votrient,A06A
Votrient,C01B
Votrient,N02B
Votrient,C10A
Votrient,B01A
Acetaminop,N02B
tofacitinib,A12C
tofacitinib,A01A
tofacitinib,A06A
tofacitinib,N02B
tofacitinib,N05B
tofacitinib,B01A
Vancomycin 125mg Cap,N02B
Ortho Tri-Cyclen (28),N05A
Ortho Tri-Cyclen (28),N02B
Humira (Adalimumab),N02B
Bevespi Aerosphere 9mcg/4.8mcg,N02B
Cardura XL,N02B
Caziant (28),N02B
Aviane 0.1mg/0.02mg,N02B
levetiracetam,A07E
levetiracetam,C01E
levetiracetam,N02B
levetiracetam,A04A
levetiracetam,N03A
levetiracetam,A03A
Ortho Evra,N03A
Ortho Evra,N02B
Gris-PEG,N02B
bimatoprost 0.03%,N02B
fentanyl,N02B
Prenatal Plus,G03D
Prenatal Plus,A10A
Prenatal Plus,A07E
Prenatal Plus,C05A
Prenatal Plus,A02A
Prenatal Plus,N02B
Prenatal Plus,N05B
Prenatal Plus,A12A
Latanoprostene (Vyzulta),N02B
Ketorolac Tromethamine,A12A
Ketorolac Tromethamine,M01A
Ketorolac Tromethamine,N02B
Lescol XL,B01A
Lescol XL,A10A
Lescol XL,M01A
Lescol XL,A06A
Lescol XL,N02B
Lescol XL,C10A
Lescol XL,H03A
Lescol XL,C07A
solifenacin (Vesicare),N02B
Percocet,A12C
Percocet,N02A
Percocet,N02B
Percocet,A04A
Levemir FlexTouch,A10A
Levemir FlexTouch,D11A
Levemir FlexTouch,D04A
Levemir FlexTouch,A02A
Levemir FlexTouch,H04A
Levemir FlexTouch,N02B
Levemir FlexTouch,N05B
Carnitor,A16A
Carnitor,N02B
Keppra XR 500mg TAB,N02B
Ciclopirox Cream,N02B
COQ10/Lipoic Acid/B2/B6/C/D,N02B
bromfenac,N05A
bromfenac,A10A
bromfenac,A07E
bromfenac,A06A
bromfenac,N01A
bromfenac,D04A
bromfenac,A02B
bromfenac,G02C
bromfenac,N02B
bromfenac,B03B
bromfenac,A11G
bromfenac,B01A
Brintellix,A12C
Brintellix,N05A
Brintellix,A06A
Brintellix,N02B
Brintellix,A04A
Slow Release Iron,A02A
Slow Release Iron,N02B
Triamterene-Hydrochlorothiazid,C03D
Triamterene-Hydrochlorothiazid,M01A
Triamterene-Hydrochlorothiazid,N02B
buprenorphine,A06A
buprenorphine,B05C
buprenorphine,N02B
Vancomycin 250 mg,N02B
diclofenac sodium,A11D
diclofenac sodium,D11A
diclofenac sodium,N06B
diclofenac sodium,A02B
diclofenac sodium,A07A
diclofenac sodium,A03F
diclofenac sodium,N02B
diclofenac sodium,M02A
diclofenac sodium,B01A
Insulin-symlin,N02B
fluticasone,A02B
fluticasone,A02A
fluticasone,D07A
fluticasone,N02B
Acetaminophen,M01A
Acetaminophen,A07E
Acetaminophen,C01B
Acetaminophen,J01D
Acetaminophen,C01E
Acetaminophen,N02B
Acetaminophen,A04A
Acetaminophen,C02D
Acetaminophen,N03A
Acetaminophen,B01A
Depakote,A01A
Depakote,J01M
Depakote,A02B
Depakote,A02A
Depakote,N02B
Depakote,N03A
Depakote,N05B
Depakote,C07A
Acetaminophen-Caff-Butalbital,N02B
cetirizine,N02A
cetirizine,D04A
cetirizine,R06A
cetirizine,R03A
cetirizine,N02B
cetirizine,H03A
cetirizine,D07A
cetirizine,B01A
Cryselle (28),J04A
Cryselle (28),N02B
Cryselle (28),A04A
Cryselle (28),N03A
Cryselle (28),N06A
Cryselle (28),B01A
lipase-protease-amylase,A10B
lipase-protease-amylase,B05C
lipase-protease-amylase,N02B
Keppra XR,N02A
Keppra XR,A07E
Keppra XR,A06A
Keppra XR,C01B
Keppra XR,A02A
Keppra XR,R03A
Keppra XR,N02B
Keppra XR,N03A
Keppra XR,N05C
Methenamine Hippurate,A06A
Methenamine Hippurate,B05C
Methenamine Hippurate,N02B
Methenamine Hippurate,C02D
Methenamine Hippurate,B01A
butalbital-acetaminophen-caff,N02B
Microgestin FE 1/20 (28),J01D
Microgestin FE 1/20 (28),A02B
Microgestin FE 1/20 (28),B03A
Microgestin FE 1/20 (28),N02B
Microgestin FE 1/20 (28),B01A
Lactobacillus Acidophilus,A06A
Lactobacillus Acidophilus,N02B
Lactobacillus Acidophilus,C07A
dalfampridine,A12C
dalfampridine,N02A
dalfampridine,A06A
dalfampridine,C01B
dalfampridine,A07A
dalfampridine,C07A
dalfampridine,N02B
dalfampridine,A04A
dalfampridine,N05B
dalfampridine,N05C
Dilantin,N03A
Dilantin,B05C
Dilantin,M04A
Dilantin,N02B
Stiolto Respimat,N02A
Stiolto Respimat,M01A
Stiolto Respimat,A02A
Stiolto Respimat,N02B
Stiolto Respimat,N06A
Stiolto Respimat,B01A
Slow Fe,A10A
Slow Fe,N02A
Slow Fe,N02B
Slow Fe,N05B
Slow Fe,B01A
GenTeal Liquid Gel Eye Drops,N02B
Zonisamide,N03A
Zonisamide,N02B
difluprednate,A12C
difluprednate,C02A
difluprednate,C05A
difluprednate,A02B
difluprednate,N02B
difluprednate,M03B
difluprednate,H03A
difluprednate,N06A
VSL#3 DS packet,N02B
Promacta,N02B
fioricet,N02B
Movantik,A01A
Movantik,A06A
Movantik,N02B
Movantik,N06A
Movantik,A12A
Jakafi (ruxolitinib),A12A
Jakafi (ruxolitinib),N02B
CALCIUM 500+D,N02B
Acet,N02B
Altavera (28),A12C
Altavera (28),N02A
Altavera (28),D04A
Altavera (28),A02B
Altavera (28),N02B
APOKYN,N02B
PR Natal 400,N02B
Levalbuterol Tartrate HFA,N02B
LanTUS,A10A
LanTUS,N02B
melatonin,J01M
melatonin,B05C
melatonin,H04A
melatonin,N03A
melatonin,C07A
melatonin,N05A
melatonin,A01A
melatonin,N02A
melatonin,A06A
melatonin,J01D
melatonin,A02B
melatonin,A02A
melatonin,M04A
melatonin,R03A
melatonin,N05B
melatonin,C09C
melatonin,N06D
melatonin,A07E
melatonin,N04A
melatonin,C01B
melatonin,C01E
melatonin,N02B
melatonin,C10A
melatonin,N05C
melatonin,A12C
melatonin,A10A
melatonin,D06A
melatonin,N04B
melatonin,N06A
melatonin,A12A
melatonin,B01A
hydroxyprogesterone caproate,N02A
hydroxyprogesterone caproate,A07E
hydroxyprogesterone caproate,C08C
hydroxyprogesterone caproate,A02A
hydroxyprogesterone caproate,N02B
hydroxyprogesterone caproate,N05B
hydroxyprogesterone caproate,A12A
acetaminophen-codeine,N02B
Xeljanz,A12C
Xeljanz,A10A
Xeljanz,A07A
Xeljanz,N02B
Xeljanz,N05B
Xeljanz,B01A
Insulin-levimir,N02B
Oxycodone-Acetaminophen (5mg-325mg),N02B
Mirapex ER,A12C
Mirapex ER,N02A
Mirapex ER,J01M
Mirapex ER,A06A
Mirapex ER,J01F
Mirapex ER,A07A
Mirapex ER,L04A
Mirapex ER,N02B
Mirapex ER,A04A
Mirapex ER,N04B
Mirapex ER,D07A
ketamine 5%/ lidocaine 5% / amit 2%,A01A
ketamine 5%/ lidocaine 5% / amit 2%,N02B
Xyrem (sodium oxybate),N02B
Lidocaine-Prilocaine,C01B
Lidocaine-Prilocaine,N02B
Omega 3 Fish Oil,N02B
Florastor (saccharomyces boulardii),N02B
Florastor (saccharomyces boulardii),S01E
Synthroid 112mcg,N02B
Ace,N02B
Movantik 12.5mg Tab,N02B
Acetaminophen-Caff,N02B
Esbriet,A02B
Esbriet,N02B
Esbriet,A07E
Zoloft,A07E
Zoloft,J01D
Zoloft,R03A
Zoloft,N02B
Zoloft,N06A
L-Carnitine,A16A
L-Carnitine,N02B
Mononessa (28),N02B
Mononessa (28),D04A
guanfacine,M03B
guanfacine,A06A
guanfacine,N02B
guanfacine,C07A
nifedipine (bulk),N02B
Rexulti,N03A
Rexulti,A10A
Rexulti,N02A
Rexulti,N02B
Lamictal,G03D
Lamictal,B01A
Lamictal,A10A
Lamictal,A06A
Lamictal,D04A
Lamictal,C01E
Lamictal,G02C
Lamictal,R03A
Lamictal,N02B
Lamictal,N03A
Lamictal,B03B
Lamictal,N06A
Lamictal,N05B
Lamictal,A12A
Lamictal,N05C
Nexium 40mg CAP,N02B
Estropipate,N02B
INV-Acetaminophen ,N02B
Cortef,A01A
Cortef,N02A
Cortef,A06A
Cortef,N02B
Cortef,C10A
Cortef,H03A
Lactaid Fast Act,A12C
Lactaid Fast Act,N02A
Lactaid Fast Act,A06A
Lactaid Fast Act,A02A
Lactaid Fast Act,N02B
Lactaid Fast Act,N03A
Lactaid Fast Act,C09C
Lactaid Fast Act,C07A
Fioricet,N05B
Fioricet,N02B
Polymyxin B Sul-Trimethoprim,A12C
Polymyxin B Sul-Trimethoprim,A06A
Polymyxin B Sul-Trimethoprim,N02B
LaMICtal 100MG TAB,N02B
Rivastigmine,N06D
Rivastigmine,A02B
Rivastigmine,C09A
Rivastigmine,N02B
Rivastigmine,B01A
Neulasta,N07B
Neulasta,N05A
Neulasta,A12C
Neulasta,A01A
Neulasta,N02B
Neulasta,J01E
cabozantinib,A12C
cabozantinib,A10A
cabozantinib,N02A
cabozantinib,A06A
cabozantinib,R03A
cabozantinib,N02B
cabozantinib,C07A
cabozantinib,A04A
cabozantinib,N05B
cabozantinib,A12A
cabozantinib,B01A
Tegretol XR,N05A
Tegretol XR,A10A
Tegretol XR,A01A
Tegretol XR,A06A
Tegretol XR,A02A
Tegretol XR,R03A
Tegretol XR,N02B
Tegretol XR,A04A
Tegretol XR,N03A
Kaopectate (bismuth subsalicy),N02B
Vyvanse,A12C
Vyvanse,N05A
Vyvanse,N02A
Vyvanse,A01A
Vyvanse,R05C
Vyvanse,A06A
Vyvanse,S01E
Vyvanse,C01E
Vyvanse,N02B
Vyvanse,N06A
simethicone,A12C
simethicone,N02A
simethicone,A06A
simethicone,N02B
simethicone,B01A
linaclotide,M01A
linaclotide,D04A
linaclotide,A07A
linaclotide,A02A
linaclotide,N02B
linaclotide,A04A
linaclotide,D07A
linaclotide,B01A
Zyrtec,B01A
Zyrtec,A10A
Zyrtec,A07E
Zyrtec,A06A
Zyrtec,N01A
Zyrtec,D04A
Zyrtec,R03A
Zyrtec,N02B
Zyrtec,A04A
Zyrtec,N03A
Zyrtec,R06A
Zyrtec,A12A
Zyrtec,N05C
docosahexanoic acid,N02B
Creon,N01A
Creon,D04A
Creon,A07A
Creon,A01A
Creon,N02A
Creon,A06A
Creon,A09A
Creon,A02B
Creon,A02A
Creon,N05B
Creon,A11C
Creon,N02B
Creon,A04A
Creon,C10A
Creon,N05C
Creon,A12C
Creon,A10A
Creon,A12A
Creon,B01A
bimatoprost,A12C
bimatoprost,A10A
bimatoprost,N02A
bimatoprost,A01A
bimatoprost,A07E
bimatoprost,A11G
bimatoprost,A06A
bimatoprost,S01E
bimatoprost,N07A
bimatoprost,C09A
bimatoprost,R03A
bimatoprost,N02B
bimatoprost,C07A
bimatoprost,H04A
bimatoprost,N03A
bimatoprost,C02D
bimatoprost,A12A
bimatoprost,B01A
levonorgestrel-ethinyl estrad,A12C
levonorgestrel-ethinyl estrad,N05A
levonorgestrel-ethinyl estrad,A02B
levonorgestrel-ethinyl estrad,A02A
levonorgestrel-ethinyl estrad,N02B
levonorgestrel-ethinyl estrad,A12A
levonorgestrel-ethinyl estrad,D07A
Zovia 1/35E (28),N02A
Zovia 1/35E (28),A06A
Zovia 1/35E (28),B05C
Zovia 1/35E (28),J01D
Zovia 1/35E (28),A02B
Zovia 1/35E (28),A02A
Zovia 1/35E (28),C07A
Zovia 1/35E (28),N02B
Zovia 1/35E (28),N03A
Zovia 1/35E (28),N05B
Zovia 1/35E (28),B01A
Ropinirole,N04B
Ropinirole,N02B
Microgestin Fe 1.5/30 (28),A02B
Microgestin Fe 1.5/30 (28),N02B
medroxyprogesterone,A06A
medroxyprogesterone,N02B
medroxyprogesterone,B01A
lisinopril,C09A
lisinopril,H04A
lisinopril,N02B
lisinopril,D04A
Complera,A12C
Complera,N02A
Complera,C01B
Complera,D10A
Complera,R03A
Complera,N02B
Complera,J01E
Complera,N06A
Complera,N05B
interferon alfa-2b 6 million unit/mL,R06A
interferon alfa-2b 6 million unit/mL,N02B
levocetirizine,N02B
Prenatal Multivitamins,N02B
Tanzeum,N02B
fior,N02B
VICOdin,N02B
Jolessa,A12C
Jolessa,A10A
Jolessa,N02A
Jolessa,A06A
Jolessa,N02B
Jolessa,N03A
Jolessa,N05B
Jolessa,D01A
Jolessa,B01A
rOPINIRole ER,N02B
Claritin,A01A
Claritin,R06A
Claritin,N02B
